Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;V_weighted;EFA_weighted;AmbientCondPattern;EFA_WTT_weighted;EFA_WTW_weighted
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;-4%;41.6627655;0.880473197;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;-2%;41.6627655;1.611047983;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;+2%;41.66133881;3.605086565;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;+4%;41.65912247;4.665332794;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;+6%;41.65872955;5.74542141;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;0%;12.48837757;4.180572033;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;+/-2%;12.48783493;4.221886635;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;+/-4%;12.48834038;4.367245197;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;+/-6%;12.48767376;4.615413666;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;-6%;12.48871517;2.103645325;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;-4%;12.48871517;2.660671711;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;-2%;12.48864937;3.354694843;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;+2%;12.48702335;5.089078903;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;+4%;12.48796558;6.073814869;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;+6%;12.48662758;7.127182961;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;0%;5.839619637;6.132795334;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;+/-2%;5.839772701;6.197898388;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;+/-4%;5.839612007;6.353995323;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;+/-6%;5.839401722;6.573313236;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;-6%;5.839708805;3.957393408;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;-4%;5.839848042;4.570592403;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;-2%;5.839827061;5.284537315;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;+2%;5.839718819;7.111254692;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;+4%;5.839376926;8.137393951;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go2;+6%;5.839095116;9.189229965;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;0%;79.04335022;0.010680032;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04335022;0.012308198;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04286957;0.013287968;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+/-6%;79.03543091;0.014904844;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;-6%;79.04335022;0.004977524;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;-4%;79.04335022;0.005778007;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;-2%;79.04335022;0.007561798;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+2%;79.04335022;0.017054603;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+4%;79.04238129;0.020797933;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/Freeflow;+6%;79.02753448;0.024832169;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;0%;15.47837925;0.020840727;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+/-2%;15.46831226;0.021289533;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+/-4%;15.47038269;0.022025201;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+/-6%;15.45549774;0.024077615;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;-6%;15.48045063;0.014001874;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;-4%;15.47970295;0.015571965;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;-2%;15.47945595;0.017670196;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+2%;15.45716667;0.024908872;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+4%;15.46105671;0.028478445;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go;+6%;15.43054295;0.03415335;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;0%;6.126023769;0.034060121;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1227355;0.034357283;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124218941;0.036390927;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+/-6%;6.126291752;0.034642905;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;-6%;6.127859116;0.027690023;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;-4%;6.126489639;0.029569829;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;-2%;6.125799179;0.031378463;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+2%;6.119670868;0.037336107;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+4%;6.12195015;0.043212015;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Rural;RUR/Trunk/80/St+Go2;+6%;6.124723434;0.041595809;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;0%;41.66257095;0.011360387;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+/-2%;41.66205597;0.011831703;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+/-4%;41.66094589;0.012672739;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+/-6%;41.66074371;0.014460005;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;-6%;41.6627655;0.006268911;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;-4%;41.6627655;0.007143422;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;-2%;41.6627655;0.00893067;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+2%;41.66133881;0.014732736;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+4%;41.65912247;0.018202063;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;+6%;41.65872955;0.022651106;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;0%;12.48837757;0.021714726;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+/-2%;12.48783493;0.022005577;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+/-4%;12.48834038;0.023086024;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+/-6%;12.48767376;0.024497349;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;-6%;12.48871517;0.016469045;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;-4%;12.48871517;0.017851092;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;-2%;12.48864937;0.019507729;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+2%;12.48702335;0.024503427;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+4%;12.48796558;0.028320951;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;+6%;12.48662758;0.032525659;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;0%;5.839619637;0.033467274;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+/-2%;5.839772701;0.033863455;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+/-4%;5.839612007;0.033974349;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+/-6%;5.839401722;0.034788948;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;-6%;5.839708805;0.027563011;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;-4%;5.839848042;0.028906856;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;-2%;5.839827061;0.030885071;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+2%;5.839718819;0.036841847;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+4%;5.839376926;0.039041825;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go2;+6%;5.839095116;0.042014882;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;0%;79.04335022;1.30038E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04335022;1.33817E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04286957;1.31205E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+/-6%;79.03543091;1.29349E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;-6%;79.04335022;8.17185E+12;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;-4%;79.04335022;8.77204E+12;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;-2%;79.04335022;1.03057E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+2%;79.04335022;1.64576E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+4%;79.04238129;1.74689E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/Freeflow;+6%;79.02753448;1.7698E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;0%;15.47837925;2.50956E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+/-2%;15.46831226;2.53915E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+/-4%;15.47038269;2.55879E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+/-6%;15.45549774;2.64295E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;-6%;15.48045063;2.0707E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;-4%;15.47970295;2.18921E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;-2%;15.47945595;2.33079E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+2%;15.45716667;2.74752E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+4%;15.46105671;2.92837E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go;+6%;15.43054295;3.2152E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;0%;6.126023769;4.5772E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1227355;4.61628E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124218941;4.62053E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+/-6%;6.126291752;4.62217E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;-6%;6.127859116;4.08155E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;-4%;6.126489639;4.22139E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;-2%;6.125799179;4.3634E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+2%;6.119670868;4.86915E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+4%;6.12195015;5.01966E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Rural;RUR/Trunk/80/St+Go2;+6%;6.124723434;5.1628E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;0%;41.66257095;1.58943E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+/-2%;41.66205597;1.62521E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+/-4%;41.66094589;1.66018E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+/-6%;41.66074371;1.76213E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;-6%;41.6627655;1.10998E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;-4%;41.6627655;1.18992E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;-2%;41.6627655;1.35457E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+2%;41.66133881;1.89586E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+4%;41.65912247;2.13043E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;+6%;41.65872955;2.41429E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;0%;12.48837757;3.0681E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+/-2%;12.48783493;3.07992E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+/-4%;12.48834038;3.16588E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+/-6%;12.48767376;3.25095E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;-6%;12.48871517;2.5705E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;-4%;12.48871517;2.69468E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;-2%;12.48864937;2.84569E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+2%;12.48702335;3.31415E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+4%;12.48796558;3.63708E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;+6%;12.48662758;3.9314E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;0%;5.839619637;4.89481E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+/-2%;5.839772701;4.91644E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+/-4%;5.839612007;4.9071E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+/-6%;5.839401722;4.94736E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;-6%;5.839708805;4.28049E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;-4%;5.839848042;4.41052E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;-2%;5.839827061;4.62001E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+2%;5.839718819;5.21287E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+4%;5.839376926;5.40369E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go2;+6%;5.839095116;5.61423E+13;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;0%;79.04335022;178.4647369;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+/-2%;79.04335022;179.0762939;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+/-4%;79.04286957;186.7931671;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+/-6%;79.03543091;212.655426;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;-6%;79.04335022;8.693336487;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;-4%;79.04335022;39.62102127;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;-2%;79.04335022;103.8730621;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+2%;79.04335022;254.2796631;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+4%;79.04238129;333.9652405;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/Freeflow;+6%;79.02753448;416.6174316;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;0%;15.47837925;288.5895996;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+/-2%;15.46831226;292.6740723;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+/-4%;15.47038269;302.9649048;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+/-6%;15.45549774;321.7703552;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;-6%;15.48045063;142.5656128;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;-4%;15.47970295;181.8312988;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;-2%;15.47945595;231.2345428;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+2%;15.45716667;354.113678;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+4%;15.46105671;424.0983582;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go;+6%;15.43054295;500.9751282;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;0%;6.126023769;425.2729797;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+/-2%;6.1227355;430.756073;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+/-4%;6.124218941;441.1262512;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+/-6%;6.126291752;454.7976379;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;-6%;6.127859116;283.3015442;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;-4%;6.126489639;325.8112488;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;-2%;6.125799179;372.572052;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+2%;6.119670868;488.9401245;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+4%;6.12195015;556.4411621;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Rural;RUR/Trunk/80/St+Go2;+6%;6.124723434;626.2938843;ØGermany;;
avg_demo_all_gradients[4.1];LCV;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;0%;41.66257095;175.4877167;ØGermany;;
